,iterationName,gameID,trialNum,trialStartTime,submitTime,clickedTime,confirmTime,totalTrialDuration,PT,RT,cardinality,clicked,correct,score,symbols,symbolsProcess,targetLoc,d1,d2,messageLength,tokenRatio
192,run1,6505-1441f682-c593-4bdf-ba56-86382ce58058,18,1639593531289.0,1639593540682.0,1639593557463.0,1639593558563.0,27.274,9.393,17.881,10,10,True,39,"[2, 1, 1, 1, 1, 1, 1, 1, 1]","1639593534447:2,1639593535011:1,1639593535950:1,1639593536440:1,1639593537781:1,1639593538366:1,1639593539322:1,1639593539644:1,1639593539906:1",2,9,11,9,0.9
194,run1,9838-da3885e8-773a-4253-8229-bd28dd512256,21,1639593531490.0,1639593542525.0,1639593547399.0,1639593548453.0,16.963,11.035,5.928,15,15,True,60,"[4, 4, 4, 3]","1639593541589:4,1639593541885:4,1639593542237:4,1639593543612:3",2,14,16,4,0.26666666666666666
197,run1,6180-111bc9d5-f170-42d4-b25b-5a553e7d53f4,4,1639593533754.0,1639593546161.0,1639593552447.0,1639593561970.0,28.216,12.407,15.809,5,5,True,6,"[4, 1]","1639593542772:4,1639593543540:1",2,6,4,2,0.4
198,run1,9405-503c0c48-b1d9-49d8-9da2-86a208ab837c,14,1639593534685.0,1639593549650.0,1639593563717.0,1639593564317.0,29.632,14.965,14.667,13,13,True,39,"[1, 1, 2, 2, 2, 2, 3]","1639593540901:1,1639593541418:1,1639593543724:2,1639593544492:2,1639593545390:2,1639593546145:2,1639593547345:3",1,14,15,7,0.5384615384615384
200,run1,0137-3e1d73a9-6a65-4327-b3c0-11f6af207c24,7,1639593546427.0,1639593552206.0,1639593559299.0,1639593562358.0,15.931,5.779,10.152,5,5,True,18,"[4, 2]","1639593556121:4,1639593556741:2",3,4,3,2,0.4
204,run1,2515-ce45844d-b4fd-4433-9d4f-5244bcd8c2b1,8,1639593542481.0,1639593556187.0,1639593560456.0,1639593561556.0,19.075,13.706,5.369,13,13,True,9,[1],1639593552840:1,1,11,12,1,0.07692307692307693
205,run1,8777-5775e5ea-92db-40a7-8381-9c5e6b710e24,1,1639593507897.0,1639593558107.0,1639593568904.0,1639593570727.0,62.83,50.21,12.62,12,10,False,0,[4],1639593564726:4,3,10,11,1,0.08333333333333333
206,run1,9838-da3885e8-773a-4253-8229-bd28dd512256,22,1639593550466.0,1639593559819.0,1639593566202.0,1639593567623.0,17.157,9.353,7.804,11,11,True,63,"[4, 4, 3]","1639593558596:4,1639593559120:4,1639593560949:3",1,9,10,3,0.2727272727272727
210,run1,0100-0250f292-3528-41a0-9ef3-f871d00ec234,15,1639593550085.0,1639593566122.0,1639593574557.0,1639593581821.0,31.736,16.037,15.699,14,14,True,42,"[4, 4, 4, 2]","1639593561009:4,1639593561161:4,1639593564864:4,1639593565352:2",3,13,12,4,0.2857142857142857
212,run1,0137-3e1d73a9-6a65-4327-b3c0-11f6af207c24,8,1639593564364.0,1639593568077.0,1639593570092.0,1639593570705.0,6.341,3.713,2.628,1,1,True,21,[1],1639593572870:1,1,3,2,1,1.0
213,run1,8585-9aa44d59-f0bc-469a-9ae3-4c6bca30b069,3,1639593557901.0,1639593569164.0,1639593577435.0,1639593578223.0,20.322,11.263,9.059,6,6,True,6,"[4, 2]","1639593565873:4,1639593566300:2",3,5,7,2,0.3333333333333333
214,run1,2515-ce45844d-b4fd-4433-9d4f-5244bcd8c2b1,9,1639593563561.0,1639593570225.0,1639593573981.0,1639593575023.0,11.462,6.664,4.798,2,2,True,12,[2],1639593567264:2,1,3,1,1,0.5
215,run1,8185-ce4ab2f7-c672-4523-9431-48840a8f2dd3,1,1639593531504.0,1639593570323.0,1639593612826.0,1639593613900.0,82.396,38.819,43.577,11,13,False,0,"[3, 2, 1]","1639593550278:3,1639593565093:2,1639593565609:1",3,13,12,3,0.2727272727272727
216,run1,6505-1441f682-c593-4bdf-ba56-86382ce58058,19,1639593560565.0,1639593571292.0,1639593597656.0,1639593598711.0,38.146,10.727,27.419,13,15,False,42,"[1, 1, 2, 1, 1, 1, 4, 1, 1]","1639593563798:1,1639593564275:1,1639593566033:2,1639593566826:1,1639593567298:1,1639593567997:1,1639593569599:4,1639593570269:1,1639593570550:1",3,15,14,9,0.6923076923076923
217,run1,9838-da3885e8-773a-4253-8229-bd28dd512256,23,1639593569626.0,1639593573191.0,1639593575316.0,1639593576170.0,6.544,3.565,2.979,3,3,True,66,[3],1639593574103:3,2,4,2,1,0.3333333333333333
222,run1,6180-111bc9d5-f170-42d4-b25b-5a553e7d53f4,5,1639593563979.0,1639593582270.0,1639593590595.0,1639593592968.0,28.989,18.291,10.698,7,7,True,9,"[4, 3]","1639593576956:4,1639593577420:3",3,6,8,2,0.2857142857142857
223,run1,9838-da3885e8-773a-4253-8229-bd28dd512256,24,1639593578173.0,1639593583083.0,1639593588284.0,1639593589104.0,10.931,4.91,6.021,5,5,True,69,"[4, 1]","1639593583274:4,1639593583930:1",2,7,6,2,0.4
224,run1,5157-3d1a9fad-c10e-4a00-8c24-a22868d60b2d,11,1639593543127.0,1639593583420.0,1639593600817.0,1639593606528.0,63.401,40.293,23.108,13,13,True,27,"[1, 2, 4, 3, 3]","1639593425463:1,1639593427548:2,1639593449373:4,1639593450415:3,1639593450595:3",3,12,11,5,0.38461538461538464
225,run1,7367-2d612f2f-a1f4-4d6b-a5d5-7f54c0c15eac,3,1639593563708.0,1639593583740.0,1639593607951.0,1639593609052.0,45.344,20.032,25.312,9,9,True,6,"[4, 4, 1]","1639593581018:4,1639593581150:4,1639593582466:1",1,10,8,3,0.3333333333333333
227,run1,8777-5775e5ea-92db-40a7-8381-9c5e6b710e24,2,1639593572736.0,1639593587895.0,1639593590326.0,1639593591551.0,18.815,15.159,3.656,3,3,True,0,[3],1639593597150:3,1,4,2,1,0.3333333333333333
228,run1,2515-ce45844d-b4fd-4433-9d4f-5244bcd8c2b1,10,1639593577027.0,1639593587902.0,1639593598353.0,1639593599379.0,22.352,10.875,11.477,10,11,False,15,[2],1639593586650:2,3,9,11,1,0.1
231,run1,0089-84ef8c77-b491-4608-9f6f-f3b5bab1c2d8,3,1639593522557.0,1639593589096.0,1639593653770.0,1639593659224.0,136.667,66.539,70.128,11,11,True,3,"[3, 4]","1639593569062:3,1639593587591:4",2,10,9,2,0.18181818181818182
234,run1,0100-0250f292-3528-41a0-9ef3-f871d00ec234,16,1639593583823.0,1639593592760.0,1639593601437.0,1639593605414.0,21.591,8.937,12.654,9,9,True,45,"[4, 4, 1]","1639593591311:4,1639593591467:4,1639593592031:1",3,11,10,3,0.3333333333333333
236,run1,0137-3e1d73a9-6a65-4327-b3c0-11f6af207c24,9,1639593572709.0,1639593595580.0,1639593598528.0,1639593599341.0,26.632,22.871,3.761,10,10,True,24,"[4, 4, 2]","1639593588761:4,1639593589489:4,1639593589863:4,1639593592423:del,1639593592853:del,1639593593013:del,1639593598339:4,1639593598865:4,1639593599587:2",1,11,9,3,0.3
237,run1,8585-9aa44d59-f0bc-469a-9ae3-4c6bca30b069,4,1639593580226.0,1639593596903.0,1639593608589.0,1639593609376.0,29.15,16.677,12.473,7,7,True,9,"[4, 3]","1639593592314:4,1639593593227:3,1639593594836:del,1639593596106:3",1,8,9,2,0.2857142857142857
238,run1,9838-da3885e8-773a-4253-8229-bd28dd512256,25,1639593591106.0,1639593597892.0,1639593601106.0,1639593601853.0,10.747,6.786,3.961,7,7,True,72,"[4, 3]","1639593598190:4,1639593598994:3",1,9,8,2,0.2857142857142857
242,run1,9405-503c0c48-b1d9-49d8-9da2-86a208ab837c,15,1639593566318.0,1639593603522.0,1639593617033.0,1639593619297.0,52.979,37.204,15.775,11,11,True,42,"[1, 1, 1, 2, 2, 2, 1, 1]","1639593580829:1,1639593586831:1,1639593587907:1,1639593589120:2,1639593589836:2,1639593590963:2,1639593593172:1,1639593593755:1",1,10,12,8,0.7272727272727273
244,run1,6505-1441f682-c593-4bdf-ba56-86382ce58058,20,1639593600713.0,1639593608986.0,1639593619791.0,1639593620896.0,20.183,8.273,11.91,6,6,True,42,"[1, 3, 1, 1]","1639593603792:1,1639593605095:3,1639593606264:1,1639593607767:1",2,5,7,4,0.6666666666666666
246,run1,5703-feaef934-e2d6-41af-b26b-aa639096547d,1,1639593595731.0,1639593610099.0,1639593623166.0,1639593624701.0,28.97,14.368,14.602,14,13,False,0,[3],1639593629063:3,3,15,13,1,0.07142857142857142
247,run1,0100-0250f292-3528-41a0-9ef3-f871d00ec234,17,1639593607416.0,1639593612015.0,1639593614189.0,1639593615070.0,7.654,4.599,3.055,1,1,True,48,[1],1639593610513:1,3,3,2,1,1.0
249,run1,9838-da3885e8-773a-4253-8229-bd28dd512256,26,1639593603855.0,1639593612838.0,1639593615463.0,1639593616365.0,12.51,8.983,3.527,12,12,True,75,"[4, 4, 4]","1639593612526:4,1639593612885:4,1639593613858:4",1,10,11,3,0.25
250,run1,2515-ce45844d-b4fd-4433-9d4f-5244bcd8c2b1,11,1639593601387.0,1639593613442.0,1639593617912.0,1639593619154.0,17.767,12.055,5.712,5,6,False,15,[1],1639593609786:1,2,6,4,1,0.2
251,run1,6180-111bc9d5-f170-42d4-b25b-5a553e7d53f4,6,1639593594972.0,1639593615633.0,1639593638391.0,1639593678175.0,83.203,20.661,62.542,16,16,True,12,"[4, 4, 4, 4]","1639593610492:4,1639593611708:4,1639593612956:4,1639593613324:4",1,14,15,4,0.25
253,run1,8777-5775e5ea-92db-40a7-8381-9c5e6b710e24,3,1639593593554.0,1639593616272.0,1639593628567.0,1639593629545.0,35.991,22.718,13.273,11,10,False,3,[2],1639593627393:2,2,10,12,1,0.09090909090909091
257,run1,0137-3e1d73a9-6a65-4327-b3c0-11f6af207c24,10,1639593601344.0,1639593621540.0,1639593641195.0,1639593641872.0,40.528,20.196,20.332,13,13,True,27,"[4, 4, 4, 1]","1639593623413:4,1639593623961:4,1639593625419:4,1639593626117:1",3,14,15,4,0.3076923076923077
258,run1,0100-0250f292-3528-41a0-9ef3-f871d00ec234,18,1639593617071.0,1639593622167.0,1639593630581.0,1639593631366.0,14.295,5.096,9.199,6,6,True,51,"[4, 2]","1639593620777:4,1639593621301:2",3,7,8,2,0.3333333333333333
259,run1,9838-da3885e8-773a-4253-8229-bd28dd512256,27,1639593618367.0,1639593623803.0,1639593626898.0,1639593628893.0,10.526,5.436,5.09,8,8,True,78,"[4, 4]","1639593624737:4,1639593624879:4",2,9,10,2,0.25
263,run1,5157-3d1a9fad-c10e-4a00-8c24-a22868d60b2d,12,1639593608606.0,1639593628922.0,1639593634424.0,1639593639133.0,30.527,20.316,10.211,9,9,True,30,"[1, 2, 2, 1, 1, 1, 1]","1639593495485:1,1639593496230:2,1639593496696:2,1639593497412:1,1639593498772:1,1639593499158:1,1639593499645:1",1,8,10,7,0.7777777777777778
264,run1,2515-ce45844d-b4fd-4433-9d4f-5244bcd8c2b1,12,1639593621159.0,1639593630213.0,1639593636777.0,1639593637926.0,16.767,9.054,7.713,4,4,True,15,[4],1639593627621:4,1,5,3,1,0.25
266,run1,8185-ce4ab2f7-c672-4523-9431-48840a8f2dd3,2,1639593615907.0,1639593631294.0,1639593639436.0,1639593640659.0,24.752,15.387,9.365,5,3,False,0,"[3, 2]","1639593622408:3,1639593623415:2",3,3,4,2,0.4
267,run1,6505-1441f682-c593-4bdf-ba56-86382ce58058,21,1639593622899.0,1639593634887.0,1639593644176.0,1639593645347.0,22.448,11.988,10.46,7,7,True,45,"[1, 1, 1, 1, 1, 1, 1]","1639593631861:1,1639593632337:1,1639593632840:1,1639593633192:1,1639593633501:1,1639593633741:1,1639593633970:1",2,5,6,7,1.0
268,run1,5703-feaef934-e2d6-41af-b26b-aa639096547d,2,1639593626703.0,1639593635334.0,1639593640252.0,1639593642770.0,16.067,8.631,7.436,16,15,False,0,[2],1639593658375:2,2,15,14,1,0.0625
271,run1,8585-9aa44d59-f0bc-469a-9ae3-4c6bca30b069,5,1639593611379.0,1639593638741.0,1639593647371.0,1639593648075.0,36.696,27.362,9.334,9,9,True,12,"[4, 4, 1]","1639593621877:4,1639593622175:4,1639593622867:1",2,8,7,3,0.3333333333333333
272,run1,9405-503c0c48-b1d9-49d8-9da2-86a208ab837c,16,1639593621302.0,1639593639131.0,1639593644521.0,1639593645221.0,23.919,17.829,6.09,14,14,True,45,"[3, 2, 2, 2, 1, 2, 2]","1639593631851:3,1639593633017:2,1639593634762:2,1639593635351:2,1639593636465:1,1639593638598:2,1639593639174:2",3,13,12,7,0.5
273,run1,0100-0250f292-3528-41a0-9ef3-f871d00ec234,19,1639593633371.0,1639593640410.0,1639593643437.0,1639593646686.0,13.315,7.039,6.276,5,5,True,54,"[3, 2]","1639593637731:3,1639593638617:2",1,6,7,2,0.4
274,run1,8777-5775e5ea-92db-40a7-8381-9c5e6b710e24,4,1639593631553.0,1639593640854.0,1639593647505.0,1639593648353.0,16.8,9.301,7.499,7,6,False,3,[1],1639593651403:1,1,6,8,1,0.14285714285714285
276,run1,9838-da3885e8-773a-4253-8229-bd28dd512256,28,1639593630898.0,1639593644851.0,1639593649788.0,1639593650624.0,19.726,13.953,5.773,14,14,True,81,"[4, 4, 4, 2]","1639593642324:4,1639593642654:4,1639593642932:4,1639593645979:2",3,15,13,4,0.2857142857142857
278,run1,5157-3d1a9fad-c10e-4a00-8c24-a22868d60b2d,13,1639593641140.0,1639593647563.0,1639593651233.0,1639593652080.0,10.94,6.423,4.517,1,1,True,33,[1],1639593522130:1,3,2,3,1,1.0
280,run1,2515-ce45844d-b4fd-4433-9d4f-5244bcd8c2b1,13,1639593639930.0,1639593650254.0,1639593655664.0,1639593657904.0,17.974,10.324,7.65,6,5,False,18,[2],1639593646428:2,3,5,4,1,0.16666666666666666
282,run1,0137-3e1d73a9-6a65-4327-b3c0-11f6af207c24,11,1639593643879.0,1639593650483.0,1639593653359.0,1639593653983.0,10.104,6.604,3.5,3,3,True,30,[3],1639593655601:3,1,4,5,1,0.3333333333333333
284,run1,5703-feaef934-e2d6-41af-b26b-aa639096547d,3,1639593644771.0,1639593652347.0,1639593658233.0,1639593659435.0,14.664,7.576,7.088,1,1,True,0,[1],1639593673873:1,1,3,2,1,1.0
285,run1,7367-2d612f2f-a1f4-4d6b-a5d5-7f54c0c15eac,4,1639593611054.0,1639593653550.0,1639593673385.0,1639593678675.0,67.621,42.496,25.125,12,12,True,9,"[4, 4, 4]","1639593646646:4,1639593646802:4,1639593647170:4",2,13,14,3,0.25
288,run1,6505-1441f682-c593-4bdf-ba56-86382ce58058,22,1639593647366.0,1639593657152.0,1639593695239.0,1639593703247.0,55.881,9.786,46.095,15,14,False,48,"[1, 2, 2, 3, 1, 1, 2, 1, 1]","1639593651029:1,1639593651545:2,1639593651973:2,1639593653202:3,1639593654190:1,1639593654716:1,1639593655449:2,1639593655961:1,1639593656243:1",3,14,16,9,0.6
290,run1,9405-503c0c48-b1d9-49d8-9da2-86a208ab837c,17,1639593647223.0,1639593661396.0,1639593664233.0,1639593665130.0,17.907,14.173,3.734,7,7,True,48,"[2, 2, 3]","1639593656760:2,1639593657308:2,1639593658640:3",3,9,8,3,0.42857142857142855
291,run1,0100-0250f292-3528-41a0-9ef3-f871d00ec234,20,1639593648688.0,1639593661646.0,1639593669054.0,1639593677599.0,28.911,12.958,15.953,15,15,True,57,"[4, 4, 4, 3]","1639593654849:4,1639593658677:4,1639593660019:4,1639593660865:3",1,13,14,4,0.26666666666666666
292,run1,0137-3e1d73a9-6a65-4327-b3c0-11f6af207c24,12,1639593655985.0,1639593662285.0,1639593665599.0,1639593666287.0,10.302,6.3,4.002,4,4,True,33,[4],1639593666081:4,2,6,5,1,0.25
293,run1,9838-da3885e8-773a-4253-8229-bd28dd512256,29,1639593652626.0,1639593664573.0,1639593669293.0,1639593670239.0,17.613,11.947,5.666,9,9,True,84,"[4, 4, 1]","1639593665038:4,1639593665188:4,1639593665631:1",2,8,7,3,0.3333333333333333
296,run1,5703-feaef934-e2d6-41af-b26b-aa639096547d,4,1639593661437.0,1639593665218.0,1639593674565.0,1639593676859.0,15.422,3.781,11.641,12,11,False,3,[3],1639593690219:3,3,10,11,1,0.08333333333333333
299,run1,8777-5775e5ea-92db-40a7-8381-9c5e6b710e24,5,1639593650359.0,1639593670618.0,1639593677394.0,1639593680505.0,30.146,20.259,9.887,13,12,False,3,[4],1639593681782:4,3,11,12,1,0.07692307692307693
300,run1,8185-ce4ab2f7-c672-4523-9431-48840a8f2dd3,3,1639593642667.0,1639593671737.0,1639593697699.0,1639593699499.0,56.832,29.07,27.762,16,16,True,0,[4],1639593661658:4,1,15,14,1,0.0625
301,run1,5157-3d1a9fad-c10e-4a00-8c24-a22868d60b2d,14,1639593654085.0,1639593673842.0,1639593682460.0,1639593683537.0,29.452,19.757,9.695,8,8,True,36,"[1, 1, 1, 1, 3, 1]","1639593540148:1,1639593540710:1,1639593541584:1,1639593545336:1,1639593546385:3,1639593547204:1",3,9,7,6,0.75
304,run1,2515-ce45844d-b4fd-4433-9d4f-5244bcd8c2b1,14,1639593659910.0,1639593675681.0,1639593679730.0,1639593681823.0,21.913,15.771,6.142,16,15,False,18,[2],1639593671913:2,1,15,14,1,0.0625
305,run1,0137-3e1d73a9-6a65-4327-b3c0-11f6af207c24,13,1639593668293.0,1639593676220.0,1639593684563.0,1639593685399.0,17.106,7.927,9.179,7,7,True,36,"[4, 3]","1639593679549:4,1639593680043:3",2,8,6,2,0.2857142857142857
306,run1,9405-503c0c48-b1d9-49d8-9da2-86a208ab837c,18,1639593667134.0,1639593677649.0,1639593691041.0,1639593692165.0,25.031,10.515,14.516,12,12,True,51,"[3, 2, 2, 2, 3]","1639593673632:3,1639593675082:2,1639593675551:2,1639593676248:2,1639593677300:3",1,11,10,5,0.4166666666666667
310,run1,8585-9aa44d59-f0bc-469a-9ae3-4c6bca30b069,6,1639593650078.0,1639593682554.0,1639593735385.0,1639593736187.0,86.109,32.476,53.633,12,12,True,15,"[4, 4, 4]","1639593661281:4,1639593661867:4,1639593663378:4",1,11,13,3,0.25
311,run1,5703-feaef934-e2d6-41af-b26b-aa639096547d,5,1639593678863.0,1639593682896.0,1639593685841.0,1639593689084.0,10.221,4.033,6.188,3,2,False,3,[1],1639593707699:1,1,4,2,1,0.3333333333333333
314,run1,9838-da3885e8-773a-4253-8229-bd28dd512256,30,1639593672242.0,1639593684428.0,1639593687960.0,1639593690436.0,18.194,12.186,6.008,16,16,True,87,"[4, 4, 4, 4]","1639593683172:4,1639593683338:4,1639593683609:4,1639593685535:4",2,14,15,4,0.25
315,run1,0100-0250f292-3528-41a0-9ef3-f871d00ec234,21,1639593679601.0,1639593685045.0,1639593687814.0,1639593688743.0,9.142,5.444,3.698,2,2,True,60,[2],1639593681849:2,1,1,3,1,0.5
317,run1,2515-ce45844d-b4fd-4433-9d4f-5244bcd8c2b1,15,1639593683828.0,1639593689407.0,1639593692673.0,1639593693616.0,9.788,5.579,4.209,3,3,True,18,[3],1639593687379:3,1,2,4,1,0.3333333333333333
318,run1,8777-5775e5ea-92db-40a7-8381-9c5e6b710e24,6,1639593682512.0,1639593690956.0,1639593692529.0,1639593693618.0,11.106,8.444,2.662,2,2,True,3,[2],1639593699821:2,3,3,4,1,0.5
319,run1,0137-3e1d73a9-6a65-4327-b3c0-11f6af207c24,14,1639593687400.0,1639593693819.0,1639593704951.0,1639593706061.0,18.661,6.419,12.242,8,8,True,39,"[4, 4]","1639593698597:4,1639593698787:4",1,7,6,2,0.25
321,run1,5703-feaef934-e2d6-41af-b26b-aa639096547d,6,1639593691086.0,1639593697365.0,1639593700813.0,1639593702363.0,11.277,6.279,4.998,13,15,False,3,[3],1639593720040:3,3,15,14,1,0.07692307692307693
322,run1,0089-84ef8c77-b491-4608-9f6f-f3b5bab1c2d8,4,1639593661226.0,1639593697682.0,1639593704808.0,1639593706195.0,44.969,36.456,8.513,12,13,False,6,[2],1639593671014:2,2,14,13,1,0.08333333333333333
325,run1,0100-0250f292-3528-41a0-9ef3-f871d00ec234,22,1639593690744.0,1639593702195.0,1639593716847.0,1639593717591.0,26.847,11.451,15.396,12,12,True,63,"[4, 4, 4]","1639593697424:4,1639593699304:4,1639593700968:4",2,13,14,3,0.25
326,run1,9405-503c0c48-b1d9-49d8-9da2-86a208ab837c,19,1639593694167.0,1639593704221.0,1639593714241.0,1639593714873.0,20.706,10.054,10.652,9,9,True,54,"[1, 2, 2, 1, 3]","1639593700049:1,1639593701257:2,1639593701753:2,1639593703046:1,1639593704352:3",2,10,11,5,0.5555555555555556
328,run1,2515-ce45844d-b4fd-4433-9d4f-5244bcd8c2b1,16,1639593695622.0,1639593706279.0,1639593711435.0,1639593712658.0,17.036,10.657,6.379,8,9,False,21,[2],1639593703018:2,3,7,9,1,0.125
329,run1,9838-da3885e8-773a-4253-8229-bd28dd512256,31,1639593692437.0,1639593707959.0,1639593713011.0,1639593718666.0,26.229,15.522,10.707,13,13,True,90,"[4, 4, 4, 1]","1639593701986:4,1639593702139:4,1639593702279:4,1639593704107:1",2,14,15,4,0.3076923076923077
330,run1,6180-111bc9d5-f170-42d4-b25b-5a553e7d53f4,7,1639593680177.0,1639593708299.0,1639593751561.0,1639593762762.0,82.585,28.122,54.463,14,14,True,15,"[4, 4, 4, 2]","1639593703565:4,1639593704764:4,1639593705492:4,1639593706524:2",3,15,16,4,0.2857142857142857
331,run1,8777-5775e5ea-92db-40a7-8381-9c5e6b710e24,7,1639593695621.0,1639593708397.0,1639593711803.0,1639593712781.0,17.16,12.776,4.384,9,8,False,6,[2],1639593719325:2,3,8,10,1,0.1111111111111111
333,run1,6505-1441f682-c593-4bdf-ba56-86382ce58058,23,1639593705264.0,1639593708743.0,1639593711444.0,1639593712794.0,7.53,3.479,4.051,1,1,True,48,[1],1639593707989:1,2,2,3,1,1.0
334,run1,8185-ce4ab2f7-c672-4523-9431-48840a8f2dd3,4,1639593701503.0,1639593711855.0,1639593730538.0,1639593731858.0,30.355,10.352,20.003,4,5,False,3,[4],1639593708737:4,2,5,3,1,0.25
336,run1,7367-2d612f2f-a1f4-4d6b-a5d5-7f54c0c15eac,5,1639593680676.0,1639593715382.0,1639593725696.0,1639593726596.0,45.92,34.706,11.214,10,10,True,12,"[4, 4, 2]","1639593707007:4,1639593707154:4,1639593708027:2",3,11,9,3,0.3
337,run1,5157-3d1a9fad-c10e-4a00-8c24-a22868d60b2d,15,1639593685542.0,1639593718213.0,1639593761891.0,1639593762910.0,77.368,32.671,44.697,15,15,True,39,"[3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]","1639593569720:3,1639593571168:1,1639593572425:2,1639593573990:1,1639593574285:1,1639593577647:1,1639593578099:1,1639593578536:1,1639593578986:1,1639593579960:1,1639593580417:1,1639593581020:1",3,14,16,12,0.8
338,run1,9838-da3885e8-773a-4253-8229-bd28dd512256,32,1639593720668.0,1639593724070.0,1639593729035.0,1639593729963.0,9.295,3.402,5.893,2,2,True,93,[2],1639593724815:2,2,1,3,1,0.5
339,run1,8777-5775e5ea-92db-40a7-8381-9c5e6b710e24,8,1639593714783.0,1639593724187.0,1639593729115.0,1639593729981.0,15.198,9.404,5.794,6,6,True,6,[2],1639593734437:2,2,7,8,1,0.16666666666666666
340,run1,0137-3e1d73a9-6a65-4327-b3c0-11f6af207c24,15,1639593708068.0,1639593724458.0,1639593737626.0,1639593738299.0,30.231,16.39,13.841,11,11,True,42,"[4, 4, 3]","1639593727767:4,1639593728363:4,1639593729411:3",3,10,12,3,0.2727272727272727
341,run1,2515-ce45844d-b4fd-4433-9d4f-5244bcd8c2b1,17,1639593714663.0,1639593724747.0,1639593729733.0,1639593730848.0,16.185,10.084,6.101,14,14,True,21,[2],1639593723745:2,3,15,13,1,0.07142857142857142
343,run1,6505-1441f682-c593-4bdf-ba56-86382ce58058,24,1639593714800.0,1639593725037.0,1639593745816.0,1639593746829.0,32.029,10.237,21.792,9,8,False,51,"[3, 2, 1, 1, 1]","1639593719237:3,1639593722874:2,1639593723359:1,1639593724030:1,1639593724255:1",1,8,10,5,0.5555555555555556
345,run1,9405-503c0c48-b1d9-49d8-9da2-86a208ab837c,20,1639593716875.0,1639593726179.0,1639593731401.0,1639593733629.0,16.754,9.304,7.45,6,6,True,57,"[2, 2, 1, 1]","1639593724370:2,1639593724776:2,1639593725970:1,1639593726293:1",1,7,5,4,0.6666666666666666
346,run1,5703-feaef934-e2d6-41af-b26b-aa639096547d,7,1639593704365.0,1639593726265.0,1639593733900.0,1639593735616.0,31.251,21.9,9.351,11,11,True,3,[2],"1639593744793:2,1639593747940:3,1639593749242:del",2,12,10,1,0.09090909090909091
348,run1,0100-0250f292-3528-41a0-9ef3-f871d00ec234,23,1639593719594.0,1639593728420.0,1639593735206.0,1639593735823.0,16.229,8.826,7.403,13,13,True,66,"[4, 4, 4, 1]","1639593726670:4,1639593726822:4,1639593726972:4,1639593727582:1",3,15,14,4,0.3076923076923077
351,run1,0089-84ef8c77-b491-4608-9f6f-f3b5bab1c2d8,5,1639593708198.0,1639593731841.0,1639593748552.0,1639593750759.0,42.561,23.643,18.918,16,15,False,6,"[3, 4]","1639593727686:3,1639593728886:4",3,15,14,2,0.125
354,run1,9405-503c0c48-b1d9-49d8-9da2-86a208ab837c,21,1639593735634.0,1639593740863.0,1639593742661.0,1639593743381.0,7.747,5.229,2.518,2,2,True,60,[2],1639593740888:2,3,3,4,1,0.5
355,run1,8777-5775e5ea-92db-40a7-8381-9c5e6b710e24,9,1639593731985.0,1639593740886.0,1639593748529.0,1639593749383.0,17.398,8.901,8.497,16,16,True,9,[4],1639593751537:4,3,14,15,1,0.0625
356,run1,8185-ce4ab2f7-c672-4523-9431-48840a8f2dd3,5,1639593733859.0,1639593741404.0,1639593744317.0,1639593745339.0,11.48,7.545,3.935,2,3,False,3,[2],1639593738809:2,2,1,3,1,0.5
357,run1,5703-feaef934-e2d6-41af-b26b-aa639096547d,8,1639593737619.0,1639593741988.0,1639593747077.0,1639593748800.0,11.181,4.369,6.812,9,10,False,6,[1],1639593767216:1,1,10,11,1,0.1111111111111111
